"DATASET";"DOELGROEP";"SUBDOELGROEP";"CODE_EMISSIEOORZAAK";"EMISSIEOORZAAK";"COMPARTIMENT";"STOFCODE";"STOF";"EENHEID";1990;1995;2000;2005;2010;2013;2014;2015
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100703";"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, buitenweg";"Lucht";"205";"Distikstofoxide";"kg";18645.6;21397.7;20048.8;17422;43734.2;56875.2;60615;63383.9
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100901";"Uitlaatgassen motorfietsen, bebouwde kom";"Lucht";"205";"Distikstofoxide";"kg";274.32;494.054;639.722;748.072;792.99;773.656;757.953;658.758
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100902";"Uitlaatgassen motorfietsen, autosnelweg";"Lucht";"205";"Distikstofoxide";"kg";725.437;1326.23;1736.99;2052.92;2190.71;2143.13;2101.55;1826.98
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100903";"Uitlaatgassen motorfietsen, buitenweg";"Lucht";"205";"Distikstofoxide";"kg";778.458;1398.27;1803.14;2101.11;2219.84;2164.44;2119.47;1842.26
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0101001";"Uitlaatgassen bromfietsen, bebouwde kom";"Lucht";"205";"Distikstofoxide";"kg";1247.19;940.519;965.527;866.796;1506.92;1566.03;1585.15;1626.23
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0101003";"Uitlaatgassen bromfietsen, buitenweg";"Lucht";"205";"Distikstofoxide";"kg";461.05;385.037;388.326;350.444;606.009;647.938;660.647;677.768
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Railverkeer";"0200100";"Spoorwegen - vrachtvervoer";"Lucht";"205";"Distikstofoxide";"kg";474.141;492.353;617.003;592.752;594.899;440.02;455.703;437.709
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Railverkeer";"0200300";"Spoorwegen diesel personenvervoer";"Lucht";"205";"Distikstofoxide";"kg";258.856;265.113;303.897;260.08;261.022;247.511;256.186;246.07
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Binnenscheepvaart";"0230000";"Binnenvaart internationaal";"Lucht";"205";"Distikstofoxide";"kg";29713.5;28834.6;29059.3;23812.2;20867.5;24425.5;24598.8;24952.1
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Binnenscheepvaart";"0230001";"Binnenvaart internationaal duwvaart";"Lucht";"205";"Distikstofoxide";"kg";3108.9;3740.58;4085.03;5507.6;7341.68;7848;8209.5;8574.01
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Binnenscheepvaart";"0230002";"Binnenvaart nationaal";"Lucht";"205";"Distikstofoxide";"kg";7158.41;7400.85;11248.3;10845.9;10597.6;12484.8;12549.4;12483
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Binnenscheepvaart";"0230003";"Binnenvaart nationaal duwvaart";"Lucht";"205";"Distikstofoxide";"kg";544.285;683.63;913.412;1780.4;2385.66;2514.53;2783.01;2949.48
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Binnenscheepvaart";"0230005";"Binnenvaart passagiers- en veerboten";"Lucht";"205";"Distikstofoxide";"kg";802.568;922.32;922.32;922.32;922.32;922.32;922.32;922.32
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Visserij";"0240103";"Visserij, Nederlandse kottervisserij en binnenvisserij";"Lucht";"205";"Distikstofoxide";"kg";7147.49;7918.97;6907.08;4841.97;2981.75;2289.1;2289.66;2289.66
"ER Reeks 1990-2014 Definitief";"Natuur";"Bodems natuur";"0400301";"Niet-landbouwbodems";"Lucht";"205";"Distikstofoxide";"kg";2400000;2400000;2400000;2400000;2400000;2400000;2400000;2400000
"ER Reeks 1990-2014 Definitief";"Landbouw";"Kunstmest";"0400500";"Aanwending van kunstmest";"Lucht";"205";"Distikstofoxide";"kg";8423840;8289200;6934750;5720760;4537260;4351040;4356010;4367230
"ER Reeks 1990-2014 Definitief";"Landbouw";"Landbouwhuisdieren - algemeen";"0400600";"Aanwending van dierlijke mest";"Lucht";"205";"Distikstofoxide";"kg";2546300;5224040;4499640;3974680;4039410;4012010;4119060;4257730
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401100";"Mobiele werktuigen landbouw";"Lucht";"205";"Distikstofoxide";"kg";8956.8;9074.2;9133.28;8768.08;8761.95;8852.39;8852.64;8852.64
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401102";"Mobiele werktuigen, bouwsector";"Lucht";"205";"Distikstofoxide";"kg";10031;10776.1;11416.9;10716;10001.3;9713.77;9156.42;9437.54
"ER Reeks 1990-2014 Definitief";"Landbouw";"Landbouwhuisdieren - algemeen";"0440000";"Veestapel, alle weidedieren, weidemest N2O";"Lucht";"205";"Distikstofoxide";"kg";10160900;9329210;6872780;5245440;4217070;3528580;3539380;3609130
"ER Reeks 1990-2014 Definitief";"Landbouw";"Processen - bodem en gewas";"0444500";"Emissies t.g.v. histosols";"Lucht";"205";"Distikstofoxide";"kg";1757110;1723760;1690410;1661270;1640570;1630080;1630080;1630080
"ER Reeks 1990-2014 Definitief";"Landbouw";"Indirecte emissies broeikasgassen Landbouw";"0444600";"Emissies t.g.v. gewasresten";"Lucht";"205";"Distikstofoxide";"kg";469934;459691;461164;436114;368141;368454;365787;365787
"ER Reeks 1990-2014 Definitief";"Landbouw";"Indirecte emissies broeikasgassen Landbouw";"0444800";"Emissies indirect t.g.v. N-uit- en afspoeling";"Lucht";"205";"Distikstofoxide";"kg";2041360;1843590;1445090;1230880;1102020;1060950;1074730;1093100
"ER Reeks 1990-2014 Definitief";"Riolering en waterzuiveringsinstallaties";"Indirecte emissies broeikasgassen Riolering en waterzuiveringsinstallaties";"0444900";"Emissies indirect t.g.v. N-emissies afvalwater N2O";"Lucht";"205";"Distikstofoxide";"kg";501220;401330;302111;233687;173855;157992;153843;153843
"ER Reeks 1990-2014 Definitief";"Landbouw";"Landbouwhuisdieren - algemeen";"0448300";"Opslag vaste mest";"Lucht";"205";"Distikstofoxide";"kg";524014;500267;404627;365505;386495;378627;402176;412220
"ER Reeks 1990-2014 Definitief";"Landbouw";"Landbouwhuisdieren - algemeen";"0448400";"Opslag dunne mest";"Lucht";"205";"Distikstofoxide";"kg";1263220;1272410;1051290;955278;1026150;1027910;1064350;1091890
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Recreatievaart";"0500100";"Recreatievaart uitlaatgassen";"Lucht";"205";"Distikstofoxide";"kg";1192.13;1298.45;1429.28;1499.85;1499.21;1498.9;1498.81;1498.81
"ER Reeks 1990-2014 Definitief";"Landbouw";"Processen - bodem en gewas";"0506800";"Gebruik zuiveringsslib";"Lucht";"205";"Distikstofoxide";"kg";128571;38571.4;38571.4;30857.1;23142.9;30548.6;30548.6;16801.7
"ER Reeks 1990-2014 Definitief";"Consumenten";"Energiegebruik Consumenten";"0800700";"Vuurhaarden consumenten, koken";"Lucht";"205";"Distikstofoxide";"kg";1150.58;1181.37;1156.2;1206.23;772.396;746.714;702.084;751.84
"ER Reeks 1990-2014 Definitief";"Consumenten";"Energiegebruik Consumenten";"0800800";"Vuurhaarden consumenten, warm water voorziening";"Lucht";"205";"Distikstofoxide";"kg";6941;8983.17;7494.46;8445.69;6384.93;6379.95;5763.44;6515.21
"ER Reeks 1990-2014 Definitief";"Consumenten";"Productgebruik Consumenten";"0801700";"Afsteken vuurwerk";"Lucht";"205";"Distikstofoxide";"kg";9868.5;17415;26316;29605.5;33862.5;36378;40441.5;40441.5
"ER Reeks 1990-2014 Definitief";"Consumenten";"Productgebruik Consumenten";"0811301";"Oplosmiddel- en ander productgebruik: spuitbussen, drijfgas/oplosmiddel, consumenten";"Lucht";"205";"Distikstofoxide";"kg";93993.4;159554;146710;164430;210347;105807;106162;209978
"ER Reeks 1990-2014 Definitief";"Energiesector";"Olie- gaswinning continentaal plat";"8120001";"SBI 06/09.1: Aardolie- en gaswinning en dienstverlening voor de aardolie- en aardgaswinning, offshore (PBL)";"Lucht";"205";"Distikstofoxide";"kg";2621;1449;1958;1944;22930;26419;28514;28514
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8900200";"SBI 10-12: Voedings- & genotmiddelenindustrie";"Lucht";"205";"Distikstofoxide";"kg";6134.65;;;7401.02;3779.12;2880.87;3451.8;3549.91
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8900300";"SBI 13/14: Vervaardiging van textiel en kleding";"Lucht";"205";"Distikstofoxide";"kg";544.174;;;377.703;382.274;296.941;223.3;215.446
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Lederindustrie";"8900400";"SBI 15: Lederindustrie en bontbereiding";"Lucht";"205";"Distikstofoxide";"kg";;;;13.1;27.3243;13.6703;11;10.24
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"8900600";"SBI 17.1/17.2: Vervaardiging van pulp, papier, karton, papier- en kartonwaren";"Lucht";"205";"Distikstofoxide";"kg";85.9896;;;28.1;265.539;216.007;280;241.49
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Grafische industrie";"8900700";"SBI 18/58: Uitgeverijen, drukkerijen, reproductie van opgenomen media";"Lucht";"205";"Distikstofoxide";"kg";;;;322.6;170.533;127.862;120;95
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"8901100";"SBI 20.1: Vervaardiging van chemische basisproducten";"Lucht";"205";"Distikstofoxide";"kg";1270.43;;;5875.54;354.3;518.4;495;559.35
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"8901702";"SBI 22: Vervaardiging van producten van rubber en kunststof";"Lucht";"205";"Distikstofoxide";"kg";461.898;;;228.168;304.428;325.529;362.027;426.622
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902100";"SBI 25: Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"205";"Distikstofoxide";"kg";2156.98;;;721.832;2301.02;1934.53;1623.57;1598.99
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902200";"SBI 28: Machinebouw";"Lucht";"205";"Distikstofoxide";"kg";;;;329.9;349.054;286.096;243.117;257.617
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902301";"SBI 26/28: Machinebouw en electronische aparaten";"Lucht";"205";"Distikstofoxide";"kg";;;;23.6;1.32444;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902303";"SBI 27: Vervaardiging van elektrische apparatuur";"Lucht";"205";"Distikstofoxide";"kg";;;;221.245;102.159;104.988;95;94
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902304";"SBI 26: Vervaardiging computers en elektronische en optische apparatuur";"Lucht";"205";"Distikstofoxide";"kg";;;;199.2;53.0722;58.5186;58;58
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902400";"SBI 29: Auto-industrie";"Lucht";"205";"Distikstofoxide";"kg";;;;228.001;232.458;104.621;91.8;90.0711
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Industrie overig";"8908000";"SBI 31/32: Vervaardiging van meubels en overige goederen";"Lucht";"205";"Distikstofoxide";"kg";2527.96;;;2156;1666.77;1712.86;1144.58;1164
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8908100";"SBI 30: Overige transportmiddelen";"Lucht";"205";"Distikstofoxide";"kg";;;;120.9;130.548;182.837;113.71;103.48
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"8912101";"SBI 16: Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)";"Lucht";"205";"Distikstofoxide";"kg";4108.76;;;4205.5;3743.15;3612.91;4097.09;4088
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"8912900";"SBI 20.149: Basischemie organisch (geen petrochemische producten)";"Lucht";"205";"Distikstofoxide";"kg";;;;150537;152536;149167;148413;144495
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"8913000";"SBI 20.13: Basischemie anorganisch";"Lucht";"205";"Distikstofoxide";"kg";;;;21;22;22;21;21
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie bestrijdingsmiddelen";"8913100";"SBI 20.2: Chemische bestrijdingsmiddelenindustrie";"Lucht";"205";"Distikstofoxide";"kg";;;;95;93;92;91;89
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"8913700";"SBI 20.2-20.5: Chemische producten industrie";"Lucht";"205";"Distikstofoxide";"kg";77.9753;;;996.417;474.882;232.927;225.608;221.264
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914600";"SBI 23: Bouwmaterialen- en glasindustrie";"Lucht";"205";"Distikstofoxide";"kg";11.7;;;4803.05;1431.97;786.021;744.179;758.103
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8915300";"SBI 26/31/32: Vervaardiging van electronische aparaten en meubels";"Lucht";"205";"Distikstofoxide";"kg";;;;44.8;188.95;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"8916000";"SBI 38.3: Voorbereiding tot recycling";"Lucht";"205";"Distikstofoxide";"kg";;;;141.5;229.3;617.254;525.513;551.591
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8920100";"SBI 24.4/24.53/24.54: Vervaardiging en gieten van lichte en overige non-ferrometalen";"Lucht";"205";"Distikstofoxide";"kg";65.8916;;;;113.263;101.121;102;127.601
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"8920400";"SBI 35: Productie en distributie van elektriciteit en gas";"Lucht";"205";"Distikstofoxide";"kg";11.1248;;;40878.5;3768.32;2112.94;1824.68;1624
"ER Reeks 1990-2014 Definitief";"Drinkwatervoorziening";"Drinkwaterbedrijven";"8920500";"SBI 36: Winning en distributie van water";"Lucht";"205";"Distikstofoxide";"kg";;;;66.7162;60.47;57.39;41.8;44.5
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"8922701";"SBI 08: Winning van delfstoffen (geen olie en gas)";"Lucht";"205";"Distikstofoxide";"kg";434.3;780.5;1004.2;1166.2;470.708;781.279;628.809;602.353
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Productgebruik Handel, Diensten en Overheid (HDO)";"9310100";"Oplosmiddel- en ander productgebruik: anesthesie, narcosegas";"Lucht";"205";"Distikstofoxide";"kg";650000;510000;327000;131800;73000;72032;57524;44143
"ER Reeks 1990-2014 Definitief";"Consumenten";"Productgebruik Consumenten";"T012200";"Vuurhaarden consumenten, sfeerverwarming woning";"Lucht";"205";"Distikstofoxide";"kg";51795.7;54160.6;56748.6;63429.3;67434.6;70314.7;71879.5;73473.7
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309900";"Schiphol, vliegverkeer-approach";"Lucht";"205";"Distikstofoxide";"kg";2174.36;2800.03;3819.62;3999.49;3759.91;3984.1;4122.85;4265.54
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309902";"Schiphol, vliegverkeer-climb out";"Lucht";"205";"Distikstofoxide";"kg";2816.15;3601.66;4907.22;5242.74;4991.3;5284.35;5480.95;5664.85
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309903";"Schiphol, vliegverkeer-idle";"Lucht";"205";"Distikstofoxide";"kg";3137.57;4101.23;5644.05;7079.88;6704.83;7059.64;7290.81;7521.64
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"E309905";"Schiphol, vliegverkeer-take off";"Lucht";"205";"Distikstofoxide";"kg";1231.34;1734.9;2338.82;2515.93;2411.92;2537.83;2632.67;2711.43
"ER Reeks 1990-2014 Definitief";"Riolering en waterzuiveringsinstallaties";"Energiegebruik en processen Riolering en waterzuiveringsinstallaties";"E400107";"RWZI emissies water- en sliblijn, individueel";"Lucht";"205";"Distikstofoxide";"kg";76152.1;76182.5;76334.8;77670.1;79184.7;78900.1;81204.4;81204.4
"ER Reeks 1990-2014 Definitief";"Riolering en waterzuiveringsinstallaties";"Energiegebruik en processen Riolering en waterzuiveringsinstallaties";"E400109";"SBI 37: Afvalwaterinzameling en -behandeling";"Lucht";"205";"Distikstofoxide";"kg";43.3;214.4;284.1;321.765;298.377;299.788;288.066;287.382
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T100201";"SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie";"Lucht";"205";"Distikstofoxide";"kg";7267.05;6738.9;7015.41;23702.5;4246.21;4424.34;4115.38;4115.38
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"T100600";"SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren";"Lucht";"205";"Distikstofoxide";"kg";3153.16;3546.57;3098.82;3727.2;5281.26;5661.78;5889.33;5889.33
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"T101001";"SBI 35.111 (per bedrijf): Elektriciteitsproduktie";"Lucht";"205";"Distikstofoxide";"kg";;;;18000;145630;36699.2;26288;26288
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"T101100";"SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten";"Lucht";"205";"Distikstofoxide";"kg";106201;61560.3;7443.12;7545670;17942.1;28450.3;18984.6;19631.6
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T101702";"SBI 20.5 (per bedrijf): Overige chemische producten";"Lucht";"205";"Distikstofoxide";"kg";274.303;266.171;434.958;64.4911;20.2;48.6;86.085;89.0186
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T102102";"SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie";"Lucht";"205";"Distikstofoxide";"kg";11393.4;5528.28;3282.05;0.453579;75288;55074;58313;58313
"ER Reeks 1990-2014 Definitief";"Raffinaderijen";"Raffinage en verwerking";"T102201";"SBI 19.201 (per bedrijf): Aardolieraffinage";"Lucht";"205";"Distikstofoxide";"kg";72263.2;65759.6;4244.41;139139;55034;61368;55378;59176.1
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T102202";"SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal";"Lucht";"205";"Distikstofoxide";"kg";23033;15720.9;1131.78;;23924.5;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T102300";"SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen";"Lucht";"205";"Distikstofoxide";"kg";334.508;341.185;414.147;10.4111;750.898;1.3545;1.163;1.163
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"T102501";"SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten";"Lucht";"205";"Distikstofoxide";"kg";;;;;1597;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"T102601";"SBI 20.149 (per bedrijf): Basischemie organisch (geen petrochemische producten)";"Lucht";"205";"Distikstofoxide";"kg";;;;;2380870;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie kunstmeststoffen";"T102700";"SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen";"Lucht";"205";"Distikstofoxide";"kg";3150.5;12353600;10437800;13009000;787404;682071;780332;806925
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie bestrijdingsmiddelen";"T102900";"SBI 20.2 (per bedrijf): Chemische bestrijdingsmiddelenindustrie";"Lucht";"205";"Distikstofoxide";"kg";275.181;184.805;9.16734;77.4486;52;109.574;1.582;1.63591
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T103000";"SBI 20.3 (per bedrijf): Vervaardiging van verf, lak, vernis, inkt en mastiek";"Lucht";"205";"Distikstofoxide";"kg";48.8454;1.55718;33.5108;7.89584;1.35;1.58;1.24;1.28226
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"T104201";"SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's";"Lucht";"205";"Distikstofoxide";"kg";1991.94;472.381;110.177;211844;342825;553283;461110;461110
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"T106000";"SBI 22.1 (per bedrijf): Vervaardiging van producten van rubber";"Lucht";"205";"Distikstofoxide";"kg";45.5535;45.854;19.6863;124.201;1.91;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"T106100";"SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof";"Lucht";"205";"Distikstofoxide";"kg";97.5481;182.662;51.5273;11.9301;0.3;0.0776;1.93238;1.93238
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106200";"SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"205";"Distikstofoxide";"kg";113.405;58.762;30.9181;2.56774;13.6;23.95;23.162;23.162
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106600";"SBI 29 (per bedrijf): Auto-industrie";"Lucht";"205";"Distikstofoxide";"kg";110.151;111.424;70.1172;4.79907;4.5612;4.37;3.24;3.24
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107601";"SBI 59/60/90/91/93/96 (per bedrijf): Cultuur, sport, recreatie en overige dienstverlening";"Lucht";"205";"Distikstofoxide";"kg";;;;;85;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T108400";"SBI 30.1 (per bedrijf): Scheepsbouw";"Lucht";"205";"Distikstofoxide";"kg";0.612;13.311;;;0.835;0.309;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"T108500";"SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas";"Lucht";"205";"Distikstofoxide";"kg";352046;375768;347166;335704;275493;409181;362145;362145
"ER Reeks 1990-2014 Definitief";"Energiesector";"Transport en distributie olie en gas";"T112200";"SBI 19.202 (per bedrijf): Aardolieverwerking, excl. raffinage";"Lucht";"205";"Distikstofoxide";"kg";92.865;59.4336;86.6993;41.0046;39.74;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401103";"Mobiele werktuigen industrie";"Lucht";"205";"Distikstofoxide";"kg";916.795;1527.4;1594.73;1454.55;1161.06;961.963;859.774;765.255
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401104";"Mobiele werktuigen consumenten";"Lucht";"205";"Distikstofoxide";"kg";318.386;627.007;709.972;708.044;690.311;669.624;659.814;651.173
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401105";"Mobiele werktuigen HDO";"Lucht";"205";"Distikstofoxide";"kg";205.997;337.908;417.767;468.104;507.565;526.199;535.043;545.534
